Tiempo_s              Voltaje_Original      Presion_mmHg          Voltaje_Filtrado
0.00000000           0.01137500           1.57327625           0.00000319          
0.00781250           0.01112500           1.53869875           -0.00009233         
0.01562500           0.01112500           1.53869875           -0.00016355         
0.02343750           0.01118800           1.54741228           -0.00019536         
0.03125000           0.01118800           1.54741228           -0.00018719         
0.03906250           0.01112500           1.53869875           -0.00015253         
0.04687500           0.01118800           1.54741228           -0.00011281         
0.05468750           0.01118800           1.54741228           -0.00008837         
0.06250000           0.01112500           1.53869875           -0.00009036         
0.07031250           0.01112500           1.53869875           -0.00011680         
0.07812500           0.01106300           1.53012353           -0.00015436         
0.08593750           0.01106300           1.53012353           -0.00018476         
0.09375000           0.01100000           1.52141000           -0.00019295         
0.10156250           0.01106300           1.53012353           -0.00017350         
0.10937500           0.01100000           1.52141000           -0.00013272         
0.11718750           0.01106300           1.53012353           -0.00008568         
0.12500000           0.01112500           1.53869875           -0.00004989         
0.13281250           0.01112500           1.53869875           -0.00003835         
0.14062500           0.01106300           1.53012353           -0.00005506         
0.14843750           0.01100000           1.52141000           -0.00009451         
0.15625000           0.01100000           1.52141000           -0.00014521         
0.16406250           0.01093700           1.51269647           -0.00019511         
0.17187500           0.01081200           1.49540772           -0.00023666         
0.17968750           0.01081200           1.49540772           -0.00026902         
0.18750000           0.01075000           1.48683250           -0.00029688         
0.19531250           0.01081200           1.49540772           -0.00032670         
0.20312500           0.01068700           1.47811897           -0.00036234         
0.21093750           0.01062500           1.46954375           -0.00040215         
0.21875000           0.01062500           1.46954375           -0.00043906         
0.22656250           0.01056300           1.46096853           -0.00046329         
0.23437500           0.01056300           1.46096853           -0.00046667         
0.24218750           0.01062500           1.46954375           -0.00044642         
0.25000000           0.01056300           1.46096853           -0.00040685         
0.25781250           0.01068700           1.47811897           -0.00035825         
0.26562500           0.01068700           1.47811897           -0.00031357         
0.27343750           0.01075000           1.48683250           -0.00028430         
0.28125000           0.01075000           1.48683250           -0.00027707         
0.28906250           0.01068700           1.47811897           -0.00029227         
0.29687500           0.01068700           1.47811897           -0.00032477         
0.30468750           0.01062500           1.46954375           -0.00036615         
0.31250000           0.01056300           1.46096853           -0.00040749         
0.32031250           0.01056300           1.46096853           -0.00044143         
0.32812500           0.01056300           1.46096853           -0.00046335         
0.33593750           0.01050000           1.45225500           -0.00047134         
0.34375000           0.01050000           1.45225500           -0.00046571         
0.35156250           0.01062500           1.46954375           -0.00044833         
0.35937500           0.01050000           1.45225500           -0.00042218         
0.36718750           0.01062500           1.46954375           -0.00039100         
0.37500000           0.01056300           1.46096853           -0.00035876         
0.38281250           0.01062500           1.46954375           -0.00032894         
0.39062500           0.01068700           1.47811897           -0.00030357         
0.39843750           0.01075000           1.48683250           -0.00028256         
0.40625000           0.01075000           1.48683250           -0.00026362         
0.41406250           0.01075000           1.48683250           -0.00024324         
0.42187500           0.01068700           1.47811897           -0.00021823         
0.42968750           0.01068700           1.47811897           -0.00018742         
0.43750000           0.01081200           1.49540772           -0.00015251         
0.44531250           0.01087500           1.50412125           -0.00011771         
0.45312500           0.01093700           1.51269647           -0.00008800         
0.46093750           0.01087500           1.50412125           -0.00006681         
0.46875000           0.01087500           1.50412125           -0.00005405         
0.47656250           0.01087500           1.50412125           -0.00004555         
0.48437500           0.01087500           1.50412125           -0.00003435         
0.49218750           0.01087500           1.50412125           -0.00001332         
0.50000000           0.01093700           1.51269647           0.00002180          
0.50781250           0.01100000           1.52141000           0.00007048          
0.51562500           0.01106300           1.53012353           0.00012723          
0.52343750           0.01100000           1.52141000           0.00018368          
0.53125000           0.01112500           1.53869875           0.00023181          
0.53906250           0.01118800           1.54741228           0.00026707          
0.54687500           0.01112500           1.53869875           0.00029004          
0.55468750           0.01106300           1.53012353           0.00030589          
0.56250000           0.01112500           1.53869875           0.00032187          
0.57031250           0.01112500           1.53869875           0.00034394          
0.57812500           0.01125000           1.55598750           0.00037415          
0.58593750           0.01118800           1.54741228           0.00040977          
0.59375000           0.01118800           1.54741228           0.00044469          
0.60156250           0.01125000           1.55598750           0.00047229          
0.60937500           0.01112500           1.53869875           0.00048852          
0.61718750           0.01112500           1.53869875           0.00049385          
0.62500000           0.01118800           1.54741228           0.00049311          
0.63281250           0.01118800           1.54741228           0.00049337          
0.64062500           0.01118800           1.54741228           0.00050101          
0.64843750           0.01112500           1.53869875           0.00051906          
0.65625000           0.01106300           1.53012353           0.00054631          
0.66406250           0.01112500           1.53869875           0.00057832          
0.67187500           0.01118800           1.54741228           0.00060993          
0.67968750           0.01112500           1.53869875           0.00063807          
0.68750000           0.01112500           1.53869875           0.00066347          
0.69531250           0.01118800           1.54741228           0.00069056          
0.70312500           0.01118800           1.54741228           0.00072556          
0.71093750           0.01118800           1.54741228           0.00077354          
0.71875000           0.01118800           1.54741228           0.00083596          
0.72656250           0.01125000           1.55598750           0.00090960          
0.73437500           0.01131200           1.56456272           0.00098738          
0.74218750           0.01143800           1.58198978           0.00106088          
0.75000000           0.01143800           1.58198978           0.00112319          
0.75781250           0.01143800           1.58198978           0.00117114          
0.76562500           0.01137500           1.57327625           0.00120589          
0.77343750           0.01143800           1.58198978           0.00123164          
0.78125000           0.01150000           1.59056500           0.00125322          
0.78906250           0.01150000           1.59056500           0.00127346          
0.79687500           0.01150000           1.59056500           0.00129159          
0.80468750           0.01150000           1.59056500           0.00130324          
0.81250000           0.01137500           1.57327625           0.00130215          
0.82031250           0.01131200           1.56456272           0.00128282          
0.82812500           0.01137500           1.57327625           0.00124322          
0.83593750           0.01137500           1.57327625           0.00118636          
0.84375000           0.01131200           1.56456272           0.00112022          
0.85156250           0.01125000           1.55598750           0.00105602          
0.85937500           0.01100000           1.52141000           0.00100519          
0.86718750           0.01106300           1.53012353           0.00097623          
0.87500000           0.01106300           1.53012353           0.00097227          
0.88281250           0.01106300           1.53012353           0.00099024          
0.89062500           0.01131200           1.56456272           0.00102182          
0.89843750           0.01125000           1.55598750           0.00105598          
0.90625000           0.01131200           1.56456272           0.00108223          
0.91406250           0.01131200           1.56456272           0.00109361          
0.92187500           0.01125000           1.55598750           0.00108836          
0.92968750           0.01125000           1.55598750           0.00106977          
0.93750000           0.01143800           1.58198978           0.00104409          
0.94531250           0.01143800           1.58198978           0.00101746          
0.95312500           0.01143800           1.58198978           0.00099282          
0.96093750           0.01143800           1.58198978           0.00096816          
0.96875000           0.01143800           1.58198978           0.00093688          
0.97656250           0.01143800           1.58198978           0.00089020          
0.98437500           0.01150000           1.59056500           0.00082083          
0.99218750           0.01150000           1.59056500           0.00072643          
1.00000000           0.01143800           1.58198978           0.00061125          
1.00781250           0.01137500           1.57327625           0.00048538          
1.01562500           0.01131200           1.56456272           0.00036143          
1.02343750           0.01137500           1.57327625           0.00025008          
1.03125000           0.01137500           1.57327625           0.00015626          
1.03906250           0.01143800           1.58198978           0.00007746          
1.04687500           0.01143800           1.58198978           0.00000500          
1.05468750           0.01150000           1.59056500           -0.00007227         
1.06250000           0.01150000           1.59056500           -0.00016346         
1.07031250           0.01150000           1.59056500           -0.00027228         
1.07812500           0.01156300           1.59927853           -0.00039631         
1.08593750           0.01162500           1.60785375           -0.00052915         
1.09375000           0.01168800           1.61656728           -0.00066444         
1.10156250           0.01168800           1.61656728           -0.00079975         
1.10937500           0.01162500           1.60785375           -0.00093843         
1.11718750           0.01168800           1.61656728           -0.00108847         
1.12500000           0.01175000           1.62514250           -0.00125888         
1.13281250           0.01168800           1.61656728           -0.00145526         
1.14062500           0.01168800           1.61656728           -0.00167676         
1.14843750           0.01162500           1.60785375           -0.00191604         
1.15625000           0.01162500           1.60785375           -0.00216224         
1.16406250           0.01168800           1.61656728           -0.00240568         
1.17187500           0.01162500           1.60785375           -0.00264199         
1.17968750           0.01156300           1.59927853           -0.00287362         
1.18750000           0.01156300           1.59927853           -0.00310791         
1.19531250           0.01150000           1.59056500           -0.00335270         
1.20312500           0.01156300           1.59927853           -0.00361165         
1.21093750           0.01156300           1.59927853           -0.00388171         
1.21875000           0.01156300           1.59927853           -0.00415416         
1.22656250           0.01162500           1.60785375           -0.00441880         
1.23437500           0.01156300           1.59927853           -0.00466937         
1.24218750           0.01156300           1.59927853           -0.00490726         
1.25000000           0.01168800           1.61656728           -0.00514173         
1.25781250           0.01162500           1.60785375           -0.00538614         
1.26562500           0.01168800           1.61656728           -0.00565201         
1.27343750           0.01168800           1.61656728           -0.00594370         
1.28125000           0.01168800           1.61656728           -0.00625602         
1.28906250           0.01168800           1.61656728           -0.00657556         
1.29687500           0.01181200           1.63371772           -0.00688428         
1.30468750           0.01175000           1.62514250           -0.00716239         
1.31250000           0.01181200           1.63371772           -0.00738806         
1.32031250           0.01187500           1.64243125           -0.00753357         
1.32812500           0.01218700           1.68558397           -0.00756038         
1.33593750           0.01281300           1.77216603           -0.00741778         
1.34375000           0.01337500           1.84989625           -0.00704994         
1.35156250           0.01412500           1.95362875           -0.00641281         
1.35937500           0.01618700           2.23882397           -0.00549773         
1.36718750           0.01725000           2.38584750           -0.00435347         
1.37500000           0.01831200           2.53273272           -0.00309635         
1.38281250           0.02043700           2.82664147           -0.00189980         
1.39062500           0.02137500           2.95637625           -0.00096120         
1.39843750           0.02237500           3.09468625           -0.00045261         
1.40625000           0.02256200           3.12055022           -0.00046930         
1.41406250           0.02243700           3.10326147           -0.00099382         
1.42187500           0.02237500           3.09468625           -0.00188964         
1.42968750           0.02187500           3.02553125           -0.00292963         
1.43750000           0.02012500           2.78348875           -0.00385236         
1.44531250           0.02012500           2.78348875           -0.00442896         
1.45312500           0.02056200           2.84393022           -0.00451846         
1.46093750           0.02200000           3.04282000           -0.00409308         
1.46875000           0.02293700           3.17241647           -0.00322558         
1.47656250           0.02406200           3.32801522           -0.00204441         
1.48437500           0.02531200           3.50090272           -0.00067468         
1.49218750           0.02881200           3.98498772           0.00081214          
1.50000000           0.03006200           4.15787522           0.00242039          
1.50781250           0.03106200           4.29618522           0.00421570          
1.51562500           0.03443700           4.76298147           0.00628020          
1.52343750           0.03693700           5.10875647           0.00865530          
1.53125000           0.03981200           5.50639772           0.01129513          
1.53906250           0.04418700           6.11150397           0.01404985          
1.54687500           0.04618800           6.38826228           0.01668645          
1.55468750           0.04843700           6.69932147           0.01894089          
1.56250000           0.05012500           6.93278875           0.02058371          
1.57031250           0.05237500           7.24398625           0.02147698          
1.57812500           0.05275000           7.29585250           0.02160390          
1.58593750           0.05250000           7.26127500           0.02106325          
1.59375000           0.05125000           7.08838750           0.02003301          
1.60156250           0.05068700           7.01051897           0.01871772          
1.60937500           0.05006200           6.92407522           0.01729810          
1.61718750           0.04837500           6.69074625           0.01589804          
1.62500000           0.04756200           6.57830022           0.01457610          
1.63281250           0.04687500           6.48328125           0.01333884          
1.64062500           0.04612500           6.37954875           0.01216601          
1.64843750           0.04500000           6.22395000           0.01103558          
1.65625000           0.04450000           6.15479500           0.00993900          
1.66406250           0.04400000           6.08564000           0.00888333          
1.67187500           0.04312500           5.96461875           0.00788312          
1.67968750           0.04268700           5.90403897           0.00694868          
1.68750000           0.04225000           5.84359750           0.00607775          
1.69531250           0.04181300           5.78315603           0.00525460          
1.70312500           0.04118700           5.69657397           0.00445626          
1.71093750           0.04093700           5.66199647           0.00366198          
1.71875000           0.04068700           5.62741897           0.00286096          
1.72656250           0.04012500           5.54968875           0.00205472          
1.73437500           0.03987500           5.51511125           0.00125340          
1.74218750           0.03956200           5.47182022           0.00046850          
1.75000000           0.03900000           5.39409000           -0.00029418         
1.75781250           0.03875000           5.35951250           -0.00103787         
1.76562500           0.03856200           5.33351022           -0.00177319         
1.77343750           0.03831200           5.29893272           -0.00251276         
1.78125000           0.03787500           5.23849125           -0.00326496         
1.78906250           0.03768700           5.21248897           -0.00403006         
1.79687500           0.03750000           5.18662500           -0.00480025         
1.80468750           0.03700000           5.11747000           -0.00556349         
1.81250000           0.03681200           5.09146772           -0.00630887         
1.82031250           0.03668700           5.07417897           -0.00703122         
1.82812500           0.03643800           5.03973978           -0.00773285         
1.83593750           0.03625000           5.01373750           -0.00842220         
1.84375000           0.03618800           5.00516228           -0.00911049         
1.85156250           0.03606300           4.98787353           -0.00980808         
1.85937500           0.03581300           4.95329603           -0.01052211         
1.86718750           0.03562500           4.92729375           -0.01125576         
1.87500000           0.03550000           4.91000500           -0.01200878         
1.88281250           0.03531200           4.88400272           -0.01277818         
1.89062500           0.03518800           4.86685228           -0.01355860         
1.89843750           0.03506200           4.84942522           -0.01434251         
1.90625000           0.03481200           4.81484772           -0.01512106         
1.91406250           0.03475000           4.80627250           -0.01588644         
1.92187500           0.03462500           4.78898375           -0.01663571         
1.92968750           0.03462500           4.78898375           -0.01737444         
1.93750000           0.03450000           4.77169500           -0.01811795         
1.94531250           0.03437500           4.75440625           -0.01888735         
1.95312500           0.03431200           4.74569272           -0.01969961         
1.96093750           0.03425000           4.73711750           -0.02055297         
1.96875000           0.03418700           4.72840397           -0.02141181         
1.97656250           0.03418700           4.72840397           -0.02219629         
1.98437500           0.03437500           4.75440625           -0.02278190         
1.99218750           0.03481200           4.81484772           -0.02301112         
2.00000000           0.03562500           4.92729375           -0.02271589         
2.00781250           0.03706300           5.12618353           -0.02174583         
2.01562500           0.04125000           5.70528750           -0.01999500         
2.02343750           0.04400000           6.08564000           -0.01742050         
2.03125000           0.04706200           6.50914522           -0.01404854         
2.03906250           0.05412500           7.48602875           -0.00996816         
2.04687500           0.05806300           8.03069353           -0.00531599         
2.05468750           0.06250000           8.64437500           -0.00025808         
2.06250000           0.07231200           10.00147272          0.00502534          
2.07031250           0.07737500           10.70173625          0.01034904          
2.07812500           0.08262500           11.42786375          0.01552554          
2.08593750           0.08768700           12.12798897          0.02036503          
2.09375000           0.09556300           13.21731853          0.02467687          
2.10156250           0.09887500           13.67540125          0.02827715          
2.10937500           0.10125000           14.00388750          0.03100367          
2.11718750           0.10568700           14.61756897          0.03273680          
2.12500000           0.10693700           14.79045647          0.03342109          
2.13281250           0.10775000           14.90290250          0.03308127          
2.14062500           0.10781300           14.91161603          0.03182671          
2.14843750           0.10650000           14.73001500          0.02984097          
2.15625000           0.10525000           14.55712750          0.02735696          
2.16406250           0.10381300           14.35837603          0.02462197          
2.17187500           0.10143700           14.02975147          0.02186013          
2.17968750           0.10050000           13.90015500          0.01924036          
2.18750000           0.09968700           13.78770897          0.01685709          
2.19531250           0.09831200           13.59753272          0.01472779          
2.20312500           0.09768700           13.51108897          0.01280702          
2.21093750           0.09718700           13.44193397          0.01101270          
2.21875000           0.09662500           13.36420375          0.00925692          
2.22656250           0.09568700           13.23446897          0.00747289          
2.23437500           0.09525000           13.17402750          0.00563103          
2.24218750           0.09481200           13.11344772          0.00374053          
2.25000000           0.09412500           13.01842875          0.00183760          
2.25781250           0.09368800           12.95798728          -0.00003439         
2.26562500           0.09331300           12.90612103          -0.00184517         
2.27343750           0.09256200           12.80225022          -0.00359066         
2.28125000           0.09218700           12.75038397          -0.00529440         
2.28906250           0.09187500           12.70723125          -0.00699702         
2.29687500           0.09156200           12.66394022          -0.00873854         
2.30468750           0.09087500           12.56892125          -0.01054057         
2.31250000           0.09062500           12.53434375          -0.01239623         
2.32031250           0.09037500           12.49976625          -0.01427214         
2.32812500           0.08981300           12.42203603          -0.01612235         
2.33593750           0.08950000           12.37874500          -0.01790885         
2.34375000           0.08918800           12.33559228          -0.01962036         
2.35156250           0.08868800           12.26643728          -0.02128104         
2.35937500           0.08856300           12.24914853          -0.02294400         
2.36718750           0.08837500           12.22314625          -0.02467018         
2.37500000           0.08812500           12.18856875          -0.02649863         
2.38281250           0.08768700           12.12798897          -0.02841803         
2.39062500           0.08756200           12.11070022          -0.03034913         
2.39843750           0.08731200           12.07612272          -0.03214478         
2.40625000           0.08725000           12.06754750          -0.03360776         
2.41406250           0.08750000           12.10212500          -0.03452121         
2.42187500           0.08831200           12.21443272          -0.03468157         
2.42968750           0.09212500           12.74180875          -0.03392428         
2.43750000           0.09518700           13.16531397          -0.03213525         
2.44531250           0.09918800           13.71869228          -0.02924753         
2.45312500           0.10387500           14.36695125          -0.02522886         
2.46093750           0.11406300           15.77605353          -0.02006977         
2.46875000           0.11993800           16.58862478          -0.01378242         
2.47656250           0.12625000           17.46163750          -0.00641581         
2.48437500           0.14100000           19.50171000          0.00191415          
2.49218750           0.14906300           20.61690353          0.01098927          
2.50000000           0.15768800           21.80982728          0.02046330          
2.50781250           0.17506300           24.21296353          0.02986107          
2.51562500           0.18331300           25.35402103          0.03861261          
2.52343750           0.19100000           26.41721000          0.04612204          
2.53125000           0.19712500           27.26435875          0.05185946          
2.53906250           0.20525000           28.38812750          0.05545452          
2.54687500           0.20762500           28.71661375          0.05676704          
2.55468750           0.20862500           28.85492375          0.05591380          
2.56250000           0.20737500           28.68203625          0.05324230          
2.57031250           0.20543700           28.41399147          0.04925665          
2.57812500           0.20281300           28.05106603          0.04451494          
2.58593750           0.19993800           27.65342478          0.03952539          
2.59375000           0.19537500           27.02231625          0.03466775          
2.60156250           0.19356200           26.77156022          0.03015787          
2.60937500           0.19206200           26.56409522          0.02605839          
2.61718750           0.18943700           26.20103147          0.02232447          
2.62500000           0.18818700           26.02814397          0.01886354          
2.63281250           0.18712500           25.88125875          0.01558714          
2.64062500           0.18518800           25.61335228          0.01243931          
2.64843750           0.18437500           25.50090625          0.00939805          
2.65625000           0.18356300           25.38859853          0.00645782          
2.66406250           0.18287500           25.29344125          0.00360768          
2.67187500           0.18168800           25.12926728          0.00081888          
2.67968750           0.18100000           25.03411000          -0.00195133         
2.68750000           0.18037500           24.94766625          -0.00474284         
2.69531250           0.17918800           24.78349228          -0.00757318         
2.70312500           0.17862500           24.70562375          -0.01042784         
2.71093750           0.17812500           24.63646875          -0.01326719         
2.71875000           0.17706200           24.48944522          -0.01604806         
2.72656250           0.17656300           24.42042853          -0.01874938         
2.73437500           0.17612500           24.35984875          -0.02138802         
2.74218750           0.17556300           24.28211853          -0.02401504         
2.75000000           0.17462500           24.15238375          -0.02669218         
2.75781250           0.17406300           24.07465353          -0.02945914         
2.76562500           0.17356300           24.00549853          -0.03230850         
2.77343750           0.17275000           23.89305250          -0.03518312         
2.78125000           0.17243800           23.84989978          -0.03800081         
2.78906250           0.17200000           23.78932000          -0.04069700         
2.79687500           0.17118800           23.67701228          -0.04326535         
2.80468750           0.17075000           23.61643250          -0.04577327         
2.81250000           0.17043800           23.57327978          -0.04833807         
2.82031250           0.17000000           23.51270000          -0.05106578         
2.82812500           0.16931300           23.41768103          -0.05397259         
2.83593750           0.16893800           23.36581478          -0.05691942         
2.84375000           0.16875000           23.33981250          -0.05958901         
2.85156250           0.16881200           23.34838772          -0.06151994         
2.85937500           0.16987500           23.49541125          -0.06219088         
2.86718750           0.17206300           23.79803353          -0.06112820         
2.87500000           0.18081300           25.00824603          -0.05800079         
2.88281250           0.18750000           25.93312500          -0.05267142         
2.89062500           0.19575000           27.07418250          -0.04519223         
2.89843750           0.20506300           28.36226353          -0.03575533         
2.90625000           0.22550000           31.18890500          -0.02462710         
2.91406250           0.23662500           32.72760375          -0.01209999         
2.92187500           0.24875000           34.40461250          0.00151561          
2.92968750           0.27356300           37.83649853          0.01585837          
2.93750000           0.28587500           39.53937125          0.03046335          
2.94531250           0.29837500           41.26824625          0.04472478          
2.95312500           0.32212500           44.55310875          0.05790670          
2.96093750           0.33300000           46.05723000          0.06921655          
2.96875000           0.34225000           47.33659750          0.07793032          
2.97656250           0.34906300           48.27890353          0.08353513          
2.98437500           0.35712500           49.39395875          0.08584399          
2.99218750           0.35831200           49.55813272          0.08504389          
3.00000000           0.35787500           49.49769125          0.08165928          
3.00781250           0.35331200           48.86658272          0.07644064          
3.01562500           0.34950000           48.33934500          0.07021062          
3.02343750           0.34575000           47.82068250          0.06371161          
3.03125000           0.34275000           47.40575250          0.05749345          
3.03906250           0.33862500           46.83522375          0.05186374          
3.04687500           0.33712500           46.62775875          0.04690140          
3.05468750           0.33575000           46.43758250          0.04251628          
3.06250000           0.33312500           46.07451875          0.03852866          
3.07031250           0.33200000           45.91892000          0.03474355          
3.07812500           0.33100000           45.78061000          0.03100339          
3.08593750           0.32893800           45.49541478          0.02721371          
3.09375000           0.32793800           45.35710478          0.02334464          
3.10156250           0.32693800           45.21879478          0.01941621          
3.10937500           0.32593800           45.08048478          0.01547531          
3.11718750           0.32400000           44.81244000          0.01157157          
3.12500000           0.32293700           44.66541647          0.00773712          
3.13281250           0.32200000           44.53582000          0.00397498          
3.14062500           0.32000000           44.25920000          0.00025874          
3.14843750           0.31906200           44.12946522          -0.00345573         
3.15625000           0.31812500           43.99986875          -0.00721019         
3.16406250           0.31643800           43.76653978          -0.01102333         
3.17187500           0.31550000           43.63680500          -0.01487860         
3.17968750           0.31462500           43.51578375          -0.01872793         
3.18750000           0.31368800           43.38618728          -0.02251158         
3.19531250           0.31193800           43.14414478          -0.02618656         
3.20312500           0.31106300           43.02312353          -0.02974985         
3.21093750           0.31031300           42.91939103          -0.03324336         
3.21875000           0.30875000           42.70321250          -0.03673503         
3.22656250           0.30812500           42.61676875          -0.04028229         
3.23437500           0.30750000           42.53032500          -0.04389522         
3.24218750           0.30631300           42.36615103          -0.04751990         
3.25000000           0.30575000           42.28828250          -0.05105535         
3.25781250           0.30512500           42.20183875          -0.05440156         
3.26562500           0.30462500           42.13268375          -0.05751816         
3.27343750           0.30381300           42.02037603          -0.06046256         
3.28125000           0.30343700           41.96837147          -0.06337910         
3.28906250           0.30306300           41.91664353          -0.06642918         
3.29687500           0.30231200           41.81277272          -0.06967858         
3.30468750           0.30200000           41.76962000          -0.07298281         
3.31250000           0.30187500           41.75233125          -0.07592065         
3.32031250           0.30350000           41.97708500          -0.07781522         
3.32812500           0.30612500           42.34014875          -0.07785198         
3.33593750           0.31012500           42.89338875          -0.07526553         
3.34375000           0.31606300           43.71467353          -0.06953733         
3.35156250           0.33368800           46.15238728          -0.06053747         
3.35937500           0.34506200           47.72552522          -0.04856137         
3.36718750           0.35787500           49.49769125          -0.03424969         
3.37500000           0.38556300           53.32721853          -0.01842353         
3.38281250           0.39993800           55.31542478          -0.00189766         
3.39062500           0.41425000           57.29491750          0.01465931          
3.39843750           0.44331300           61.31462103          0.03077148          
3.40625000           0.45731300           63.25096103          0.04610350          
3.41406250           0.47118800           65.17001228          0.06034700          
3.42187500           0.48400000           66.94204000          0.07310883          
3.42968750           0.50525000           69.88112750          0.08386318          
3.43750000           0.51350000           71.02218500          0.09200085          
3.44531250           0.51981300           71.89533603          0.09696613          
3.45312500           0.52562500           72.69919375          0.09843187          
3.46093750           0.52537500           72.66461625          0.09644340          
3.46875000           0.52331200           72.37928272          0.09147095          
3.47656250           0.52018700           71.94706397          0.08434268          
3.48437500           0.51075000           70.64183250          0.07607488          
3.49218750           0.50687500           70.10588125          0.06765250          
3.50000000           0.50362500           69.65637375          0.05982990          
3.50781250           0.49856300           68.95624853          0.05301132          
3.51562500           0.49631200           68.64491272          0.04724000          
3.52343750           0.49431300           68.36843103          0.04228597          
3.53125000           0.49081300           67.88434603          0.03779117          
3.53906250           0.48918800           67.65959228          0.03341710          
3.54687500           0.48775000           67.46070250          0.02894794          
3.55468750           0.48650000           67.28781500          0.02432522          
3.56250000           0.48400000           66.94204000          0.01961810          
3.57031250           0.48275000           66.76915250          0.01495559          
3.57812500           0.48156200           66.60484022          0.01045515          
3.58593750           0.47925000           66.28506750          0.00617677          
3.59375000           0.47818700           66.13804397          0.00211549          
3.60156250           0.47706200           65.98244522          -0.00177246         
3.60937500           0.47531200           65.74040272          -0.00552795         
3.61718750           0.47462500           65.64538375          -0.00915394         
3.62500000           0.47412500           65.57622875          -0.01260412         
3.63281250           0.47387500           65.54165125          -0.01580078         
3.64062500           0.47425000           65.59351750          -0.01867483         
3.64843750           0.47456300           65.63680853          -0.02121133         
3.65625000           0.47506200           65.70582522          -0.02348093         
3.66406250           0.47562500           65.78369375          -0.02564160         
3.67187500           0.47568800           65.79240728          -0.02790562         
3.67968750           0.47562500           65.78369375          -0.03047924         
3.68750000           0.47518800           65.72325228          -0.03349448         
3.69531250           0.47481300           65.67138603          -0.03695819         
3.70312500           0.47437500           65.61080625          -0.04074079         
3.71093750           0.47387500           65.54165125          -0.04461535         
3.71875000           0.47287500           65.40334125          -0.04833936         
3.72656250           0.47231300           65.32561103          -0.05175306         
3.73437500           0.47175000           65.24774250          -0.05485639         
3.74218750           0.47056200           65.08343022          -0.05782817         
3.75000000           0.47006300           65.01441353          -0.06096745         
3.75781250           0.46962500           64.95383375          -0.06456448         
3.76562500           0.46850000           64.79823500          -0.06873817         
3.77343750           0.46787500           64.71179125          -0.07329646         
3.78125000           0.46718700           64.61663397          -0.07767635         
3.78906250           0.46662500           64.53890375          -0.08099854         
3.79687500           0.46731300           64.63406103          -0.08223371         
3.80468750           0.47031300           65.04899103          -0.08043663         
3.81250000           0.47593700           65.82684647          -0.07497681         
3.82031250           0.49481300           68.43758603          -0.06569142         
3.82812500           0.50768700           70.21818897          -0.05291177         
3.83593750           0.52243800           72.25839978          -0.03735905         
3.84375000           0.55362500           76.57187375          -0.01995193         
3.85156250           0.56993700           78.82798647          -0.00159960         
3.85937500           0.58662500           81.13610375          0.01694490          
3.86718750           0.60318700           83.42679397          0.03512431          
3.87500000           0.63556200           87.90458022          0.05251073          
3.88281250           0.65050000           89.97065500          0.06868000          
3.89062500           0.66425000           91.87241750          0.08310010          
3.89843750           0.68675000           94.98439250          0.09510027          
3.90625000           0.69468700           96.08215897          0.10395233          
3.91406250           0.70068700           96.91201897          0.10904452          
3.92187500           0.70437500           97.42210625          0.11008402          
3.92968750           0.70600000           97.64686000          0.10724562          
3.93750000           0.70406200           97.37881522          0.10119925          
3.94531250           0.70056200           96.89473022          0.09299278          
3.95312500           0.69000000           95.43390000          0.08382122          
3.96093750           0.68562500           94.82879375          0.07475654          
3.96875000           0.68206300           94.33613353          0.06652696          
3.97656250           0.67637500           93.54942625          0.05941503          
3.98437500           0.67393700           93.21222647          0.05329845          
3.99218750           0.67181200           92.91831772          0.04780536          
4.00000000           0.66962500           92.61583375          0.04251723          
4.00781250           0.66581200           92.08845772          0.03714212          
4.01562500           0.66412500           91.85512875          0.03160074          
4.02343750           0.66268700           91.65623897          0.02600807          
4.03125000           0.65981200           91.25859772          0.02057593          
4.03906250           0.65850000           91.07713500          0.01548966          
4.04687500           0.65725000           90.90424750          0.01081546          
4.05468750           0.65487500           90.57576125          0.00647433          
4.06250000           0.65393800           90.44616478          0.00228562          
4.07031250           0.65300000           90.31643000          -0.00194759         
4.07812500           0.65218800           90.20412228          -0.00635426         
4.08593750           0.65050000           89.97065500          -0.01095011         
4.09375000           0.64962500           89.84963375          -0.01564794         
4.10156250           0.64875000           89.72861250          -0.02031342         
4.10937500           0.64681200           89.46056772          -0.02483666         
4.11718750           0.64587500           89.33097125          -0.02918530         
4.12500000           0.64500000           89.20995000          -0.03341573         
4.13281250           0.64318700           88.95919397          -0.03764030         
4.14062500           0.64243700           88.85546147          -0.04196800         
4.14843750           0.64168700           88.75172897          -0.04644751         
4.15625000           0.64100000           88.65671000          -0.05103842         
4.16406250           0.63956200           88.45782022          -0.05562262         
4.17187500           0.63887500           88.36280125          -0.06004969         
