Tiempo_s              Voltaje_Original      Presion_mmHg          Voltaje_Filtrado
12.35937500          1.05743800           146.25424978         -0.00024105         
12.36718750          1.05712500           146.21095875         -0.00026598         
12.37500000          1.05693700           146.18495647         -0.00028950         
12.38281250          1.05643700           146.11580147         -0.00031490         
12.39062500          1.05625000           146.08993750         -0.00034403         
12.39843750          1.05593800           146.04678478         -0.00037545         
12.40625000          1.05562500           146.00349375         -0.00040435         
12.41406250          1.05518700           145.94291397         -0.00042414         
12.42187500          1.05493700           145.90833647         -0.00042911         
12.42968750          1.05468700           145.87375897         -0.00041688         
12.43750000          1.05437500           145.83060625         -0.00038944         
12.44531250          1.05412500           145.79602875         -0.00035232         
12.45312500          1.05393800           145.77016478         -0.00031254         
12.46093750          1.05375000           145.74416250         -0.00027611         
12.46875000          1.05331300           145.68372103         -0.00024665         
12.47656250          1.05312500           145.65771875         -0.00022550         
12.48437500          1.05287500           145.62314125         -0.00021311         
12.49218750          1.05250000           145.57127500         -0.00021057         
12.50000000          1.05218700           145.52798397         -0.00021993         
12.50781250          1.05200000           145.50212000         -0.00024250         
12.51562500          1.05150000           145.43296500         -0.00027556         
12.52343750          1.05131200           145.40696272         -0.00030882         
12.53125000          1.05106200           145.37238522         -0.00032288         
12.53906250          1.05081200           145.33780772         -0.00029128         
12.54687500          1.05043700           145.28594147         -0.00018670         
12.55468750          1.05031200           145.26865272         0.00001023          
12.56250000          1.05037500           145.27736625         0.00030229          
12.57031250          1.05056200           145.30323022         0.00067049          
12.57812500          1.05068800           145.32065728         0.00107492          
12.58593750          1.05075000           145.32923250         0.00146209          
12.59375000          1.05068800           145.32065728         0.00177708          
12.60156250          1.05062500           145.31194375         0.00197675          
12.60937500          1.05037500           145.27736625         0.00204013          
12.61718750          1.05012500           145.24278875         0.00197254          
12.62500000          1.04943700           145.14763147         0.00180254          
12.63281250          1.04906200           145.09576522         0.00157297          
12.64062500          1.04868700           145.04389897         0.00132915          
12.64843750          1.04793700           144.94016647         0.00110815          
12.65625000          1.04750000           144.87972500         0.00093194          
12.66406250          1.04725000           144.84514750         0.00080594          
12.67187500          1.04662500           144.75870375         0.00072227          
12.67968750          1.04631200           144.71541272         0.00066568          
12.68750000          1.04606200           144.68083522         0.00061994          
12.69531250          1.04581200           144.64625772         0.00057258          
12.70312500          1.04531300           144.57724103         0.00051723          
12.71093750          1.04500000           144.53395000         0.00045379          
12.71875000          1.04475000           144.49937250         0.00038715          
12.72656250          1.04412500           144.41292875         0.00032538          
12.73437500          1.04387500           144.37835125         0.00027784          
12.74218750          1.04368700           144.35234897         0.00025334          
12.75000000          1.04331300           144.30062103         0.00025822          
12.75781250          1.04306200           144.26590522         0.00029443          
12.76562500          1.04287500           144.24004125         0.00035808          
12.77343750          1.04268800           144.21417728         0.00043913          
12.78125000          1.04231200           144.16217272         0.00052262          
12.78906250          1.04206200           144.12759522         0.00059176          
12.79687500          1.04193700           144.11030647         0.00063185          
12.80468750          1.04162500           144.06715375         0.00063407          
12.81250000          1.04131200           144.02386272         0.00059762          
12.82031250          1.04106200           143.98928522         0.00052957          
12.82812500          1.04043700           143.90284147         0.00044232          
12.83593750          1.04006300           143.85111353         0.00034985          
12.84375000          1.03975000           143.80782250         0.00026398          
12.85156250          1.03943800           143.76466978         0.00019218          
12.85937500          1.03893700           143.69537647         0.00013718          
12.86718750          1.03875000           143.66951250         0.00009832          
12.87500000          1.03843700           143.62622147         0.00007332          
12.88281250          1.03800000           143.56578000         0.00005961          
12.89062500          1.03768800           143.52262728         0.00005450          
12.89843750          1.03750000           143.49662500         0.00005449          
12.90625000          1.03718700           143.45333397         0.00005450          
12.91406250          1.03675000           143.39289250         0.00004818          
12.92187500          1.03650000           143.35831500         0.00002949          
12.92968750          1.03625000           143.32373750         -0.00000474         
12.93750000          1.03575000           143.25458250         -0.00005264         
12.94531250          1.03550000           143.22000500         -0.00010673         
12.95312500          1.03525000           143.18542750         -0.00015596         
12.96093750          1.03475000           143.11627250         -0.00018977         
12.96875000          1.03437500           143.06440625         -0.00020267         
12.97656250          1.03418800           143.03854228         -0.00019725         
12.98437500          1.03393700           143.00382647         -0.00018389         
12.99218750          1.03356300           142.95209853         -0.00017691         
13.00000000          1.03325000           142.90880750         -0.00018855         
13.00781250          1.03300000           142.87423000         -0.00022335         
13.01562500          1.03256200           142.81365022         -0.00027556         
13.02343750          1.03225000           142.77049750         -0.00033112         
13.03125000          1.03193700           142.72720647         -0.00037367         
13.03906250          1.03150000           142.66676500         -0.00039204         
13.04687500          1.03118800           142.62361228         -0.00038578         
13.05468750          1.03100000           142.59761000         -0.00036578         
13.06250000          1.03075000           142.56303250         -0.00034907         
13.07031250          1.03031300           142.50259103         -0.00034958         
13.07812500          1.03012500           142.47658875         -0.00036862         
13.08593750          1.02987500           142.44201125         -0.00038951         
13.09375000          1.02937500           142.37285625         -0.00037952         
13.10156250          1.02912500           142.33827875         -0.00029943         
13.10937500          1.02906200           142.32956522         -0.00011763         
13.11718750          1.02912500           142.33827875         0.00017602          
13.12500000          1.02925000           142.35556750         0.00056225          
13.13281250          1.02931200           142.36414272         0.00099366          
13.14062500          1.02943800           142.38156978         0.00140558          
13.14843750          1.02937500           142.37285625         0.00173292          
13.15625000          1.02931200           142.36414272         0.00192770          
13.16406250          1.02912500           142.33827875         0.00197115          
13.17187500          1.02856300           142.26054853         0.00187673          
13.17968750          1.02818700           142.20854397         0.00168353          
13.18750000          1.02781200           142.15667772         0.00144279          
13.19531250          1.02693700           142.03565647         0.00120272          
13.20312500          1.02650000           141.97521500         0.00099644          
13.21093750          1.02618800           141.93206228         0.00083676          
13.21875000          1.02581200           141.88005772         0.00071826          
13.22656250          1.02518700           141.79361397         0.00062468          
13.23437500          1.02487500           141.75046125         0.00053820          
13.24218750          1.02456200           141.70717022         0.00044682          
13.25000000          1.02400000           141.62944000         0.00034779          
13.25781250          1.02375000           141.59486250         0.00024680          
13.26562500          1.02343700           141.55157147         0.00015422          
13.27343750          1.02287500           141.47384125         0.00008071          
13.28125000          1.02250000           141.42197500         0.00003399          
13.28906250          1.02225000           141.38739750         0.00001762          
13.29687500          1.02206300           141.36153353         0.00003140          
13.30468750          1.02168700           141.30952897         0.00007250          
13.31250000          1.02150000           141.28366500         0.00013613          
13.32031250          1.02125000           141.24908750         0.00021542          
13.32812500          1.02093700           141.20579647         0.00030102          
13.33593750          1.02081200           141.18850772         0.00038109          
13.34375000          1.02062500           141.16264375         0.00044261          
13.35156250          1.02043700           141.13664147         0.00047408          
13.35937500          1.01987500           141.05891125         0.00046889          
13.36718750          1.01962500           141.02433375         0.00042799          
13.37500000          1.01931200           140.98104272         0.00036043          
13.38281250          1.01881300           140.91202603         0.00028135          
13.39062500          1.01856300           140.87744853         0.00020746          
13.39843750          1.01831200           140.84273272         0.00015179          
13.40625000          1.01775000           140.76500250         0.00011936          
13.41406250          1.01743700           140.72171147         0.00010565          
13.42187500          1.01725000           140.69584750         0.00009842          
13.42968750          1.01700000           140.66127000         0.00008235          
13.43750000          1.01643800           140.58353978         0.00004494          
13.44531250          1.01618800           140.54896228         -0.00001857         
13.45312500          1.01587500           140.50567125         -0.00010304         
13.46093750          1.01531300           140.42794103         -0.00019462         
13.46875000          1.01506200           140.39322522         -0.00027516         
13.47656250          1.01475000           140.35007250         -0.00032806         
13.48437500          1.01431200           140.28949272         -0.00034364         
13.49218750          1.01406300           140.25505353         -0.00032230         
13.50000000          1.01381300           140.22047603         -0.00027446         
13.50781250          1.01362500           140.19447375         -0.00021739         
13.51562500          1.01325000           140.14260750         -0.00017007         
13.52343750          1.01306200           140.11660522         -0.00014765         
13.53125000          1.01281200           140.08202772         -0.00015730         
13.53906250          1.01231300           140.01301103         -0.00019653         
13.54687500          1.01206300           139.97843353         -0.00025430         
13.55468750          1.01175000           139.93514250         -0.00031461         
13.56250000          1.01125000           139.86598750         -0.00036131         
13.57031250          1.01093700           139.82269647         -0.00038281         
13.57812500          1.01075000           139.79683250         -0.00037539         
13.58593750          1.01050000           139.76225500         -0.00034417         
13.59375000          1.01012500           139.71038875         -0.00030156         
13.60156250          1.00993800           139.68452478         -0.00026344         
13.60937500          1.00968800           139.64994728         -0.00024411         
13.61718750          1.00918700           139.58065397         -0.00025118         
13.62500000          1.00900000           139.55479000         -0.00028182         
13.63281250          1.00875000           139.52021250         -0.00032139         
13.64062500          1.00825000           139.45105750         -0.00034504         
13.64843750          1.00806200           139.42505522         -0.00032233         
13.65625000          1.00787500           139.39919125         -0.00022403         
13.66406250          1.00768700           139.37318897         -0.00002975         
13.67187500          1.00768700           139.37318897         0.00026536          
13.67968750          1.00781200           139.39047772         0.00064648          
13.68750000          1.00787500           139.39919125         0.00107913          
13.69531250          1.00812500           139.43376875         0.00151367          
13.70312500          1.00818800           139.44248228         0.00189387          
13.71093750          1.00812500           139.43376875         0.00216796          
13.71875000          1.00781200           139.39047772         0.00229972          
13.72656250          1.00756200           139.35590022         0.00227672          
13.73437500          1.00712500           139.29545875         0.00211363          
13.74218750          1.00675000           139.24359250         0.00184909          
13.75000000          1.00581300           139.11399603         0.00153686          
13.75781250          1.00537500           139.05341625         0.00123308          
13.76562500          1.00487500           138.98426125         0.00098313          
13.77343750          1.00418700           138.88910397         0.00081162          
13.78125000          1.00387500           138.84595125         0.00071837          
13.78906250          1.00362500           138.81137375         0.00068154          
13.79687500          1.00331200           138.76808272         0.00066677          
13.80468750          1.00275000           138.69035250         0.00063959          
13.81250000          1.00256200           138.66435022         0.00057688          
13.82031250          1.00231300           138.62991103         0.00047393          
13.82812500          1.00162500           138.53475375         0.00034491          
13.83593750          1.00125000           138.48288750         0.00021689          
13.84375000          1.00081300           138.42244603         0.00011978          
13.85156250          1.00043700           138.37044147         0.00007582          
13.85937500          1.00018700           138.33586397         0.00009226          
13.86718750          1.00006200           138.31857522         0.00015971          
13.87500000          0.99987500           138.29271125         0.00025611          
13.88281250          0.99950000           138.24084500         0.00035470          
13.89062500          0.99925000           138.20626750         0.00043255          
13.89843750          0.99906200           138.18026522         0.00047673          
13.90625000          0.99868700           138.12839897         0.00048589          
13.91406250          0.99837500           138.08524625         0.00046749          
13.92187500          0.99825000           138.06795750         0.00043228          
13.92968750          0.99768800           137.99022728         0.00038875          
13.93750000          0.99731200           137.93822272         0.00033993          
13.94531250          0.99706200           137.90364522         0.00028367          
13.95312500          0.99668700           137.85177897         0.00021586          
13.96093750          0.99606300           137.76547353         0.00013470          
13.96875000          0.99581200           137.73075772         0.00004364          
13.97656250          0.99550000           137.68760500         -0.00004842         
13.98437500          0.99500000           137.61845000         -0.00012999         
13.99218750          0.99468700           137.57515897         -0.00019147         
14.00000000          0.99437500           137.53200625         -0.00022920         
14.00781250          0.99393700           137.47142647         -0.00024709         
14.01562500          0.99362500           137.42827375         -0.00025490         
14.02343750          0.99331200           137.38498272         -0.00026399         
14.03125000          0.99306200           137.35040522         -0.00028236         
14.03906250          0.99256200           137.28125022         -0.00031121         
14.04687500          0.99231300           137.24681103         -0.00034474         
14.05468750          0.99212500           137.22080875         -0.00037312         
14.06250000          0.99156200           137.14294022         -0.00038738         
14.07031250          0.99137500           137.11707625         -0.00038389         
14.07812500          0.99112500           137.08249875         -0.00036636         
14.08593750          0.99062500           137.01334375         -0.00034428         
14.09375000          0.99037500           136.97876625         -0.00032866         
14.10156250          0.99018800           136.95290228         -0.00032681         
14.10937500          0.98987500           136.90961125         -0.00033889         
14.11718750          0.98943700           136.84903147         -0.00035775         
14.12500000          0.98918800           136.81459228         -0.00037245         
14.13281250          0.98900000           136.78859000         -0.00037378         
14.14062500          0.98837500           136.70214625         -0.00035931         
14.14843750          0.98825000           136.68485750         -0.00033517         
14.15625000          0.98793800           136.64170478         -0.00031348         
14.16406250          0.98756200           136.58970022         -0.00030587         
14.17187500          0.98731200           136.55512272         -0.00031561         
14.17968750          0.98712500           136.52925875         -0.00033184         
14.18750000          0.98687500           136.49468125         -0.00032871         
14.19531250          0.98631200           136.41681272         -0.00027080         
14.20312500          0.98618800           136.39966228         -0.00012361         
14.21093750          0.98606300           136.38237353         0.00013406          
14.21875000          0.98631200           136.41681272         0.00050008          
14.22656250          0.98643700           136.43410147         0.00094508          
14.23437500          0.98656200           136.45139022         0.00141632          
14.24218750          0.98668700           136.46867897         0.00184891          
14.25000000          0.98668700           136.46867897         0.00218092          
14.25781250          0.98656200           136.45139022         0.00236811          
14.26562500          0.98631200           136.41681272         0.00239399          
14.27343750          0.98562500           136.32179375         0.00227220          
14.28125000          0.98531300           136.27864103         0.00204103          
14.28906250          0.98481200           136.20934772         0.00175192          
14.29687500          0.98393800           136.08846478         0.00145568          
14.30468750          0.98350000           136.02788500         0.00119056          
14.31250000          0.98306200           135.96730522         0.00097536          
14.32031250          0.98262500           135.90686375         0.00080908          
14.32812500          0.98187500           135.80313125         0.00067638          
14.33593750          0.98150000           135.75126500         0.00055663          
14.34375000          0.98118800           135.70811228         0.00043306          
14.35156250          0.98062500           135.63024375         0.00029934          
14.35937500          0.98037500           135.59566625         0.00016148          
14.36718750          0.98000000           135.54380000         0.00003508          
14.37500000          0.97931200           135.44864272         -0.00006076         
14.38281250          0.97900000           135.40549000         -0.00011044         
14.39062500          0.97875000           135.37091250         -0.00010736         
14.39843750          0.97850000           135.33633500         -0.00005608         
14.40625000          0.97818700           135.29304397         0.00002926          
14.41406250          0.97800000           135.26718000         0.00012938          
14.42187500          0.97793700           135.25846647         0.00022534          
14.42968750          0.97756200           135.20660022         0.00030312          
14.43750000          0.97737500           135.18073625         0.00035576          
14.44531250          0.97712500           135.14615875         0.00038279          
14.45312500          0.97656200           135.06829022         0.00038757          
14.46093750          0.97637500           135.04242625         0.00037413          
14.46875000          0.97612500           135.00784875         0.00034481          
14.47656250          0.97581300           134.96469603         0.00029981          
14.48437500          0.97525000           134.88682750         0.00023837          
14.49218750          0.97493800           134.84367478         0.00016097          
14.50000000          0.97462500           134.80038375         0.00007100          
14.50781250          0.97406300           134.72265353         -0.00002499         
14.51562500          0.97375000           134.67936250         -0.00011867         
14.52343750          0.97343700           134.63607147         -0.00020255         
14.53125000          0.97281200           134.54962772         -0.00027240         
14.53906250          0.97256200           134.51505022         -0.00032844         
14.54687500          0.97231300           134.48061103         -0.00037461         
14.55468750          0.97200000           134.43732000         -0.00041628         
14.56250000          0.97137500           134.35087625         -0.00045750         
14.57031250          0.97112500           134.31629875         -0.00049914         
14.57812500          0.97087500           134.28172125         -0.00053871         
14.58593750          0.97043800           134.22127978         -0.00057212         
14.59375000          0.97018700           134.18656397         -0.00059630         
14.60156250          0.96993700           134.15198647         -0.00061132         
14.60937500          0.96937500           134.07425625         -0.00062086         
14.61718750          0.96906200           134.03096522         -0.00063061         
14.62500000          0.96881300           133.99652603         -0.00064532         
14.63281250          0.96862500           133.97052375         -0.00066609         
14.64062500          0.96812500           133.90136875         -0.00068944         
14.64843750          0.96787500           133.86679125         -0.00070885         
14.65625000          0.96762500           133.83221375         -0.00071836         
14.66406250          0.96706200           133.75434522         -0.00071640         
14.67187500          0.96687500           133.72848125         -0.00070777         
14.67968750          0.96656300           133.68532853         -0.00070210         
14.68750000          0.96631200           133.65061272         -0.00070872         
14.69531250          0.96587500           133.59017125         -0.00072965         
14.70312500          0.96562500           133.55559375         -0.00075359         
14.71093750          0.96543700           133.52959147         -0.00075410         
14.71875000          0.96493700           133.46043647         -0.00069362         
14.72656250          0.96481300           133.44328603         -0.00053324         
14.73437500          0.96481300           133.44328603         -0.00024540         
14.74218750          0.96493700           133.46043647         0.00017461          
14.75000000          0.96518700           133.49501397         0.00070229          
14.75781250          0.96543700           133.52959147         0.00128551          
14.76562500          0.96562500           133.55559375         0.00185403          
14.77343750          0.96587500           133.59017125         0.00233438          
14.78125000          0.96587500           133.59017125         0.00266587          
14.78906250          0.96568700           133.56416897         0.00281324          
14.79687500          0.96525000           133.50372750         0.00277271          
14.80468750          0.96475000           133.43457250         0.00257018          
14.81250000          0.96431200           133.37399272         0.00225301          
14.82031250          0.96325000           133.22710750         0.00187815          
14.82812500          0.96275000           133.15795250         0.00150007          
14.83593750          0.96218700           133.08008397         0.00116131          
14.84375000          0.96168700           133.01092897         0.00088730          
14.85156250          0.96087500           132.89862125         0.00068568          
14.85937500          0.96043700           132.83804147         0.00054920          
14.86718750          0.96012500           132.79488875         0.00046099          
14.87500000          0.95956200           132.71702022         0.00040059          
14.88281250          0.95937500           132.69115625         0.00034969          
14.89062500          0.95912500           132.65657875         0.00029655          
14.89843750          0.95856200           132.57871022         0.00023833          
14.90625000          0.95818700           132.52684397         0.00018103          
14.91406250          0.95781200           132.47497772         0.00013688          
14.92187500          0.95743700           132.42311147         0.00011991          
14.92968750          0.95706200           132.37124522         0.00014068          
14.93750000          0.95687500           132.34538125         0.00020197          
14.94531250          0.95675000           132.32809250         0.00029667          
14.95312500          0.95637500           132.27622625         0.00040886          
14.96093750          0.95631200           132.26751272         0.00051785          
14.96875000          0.95606200           132.23293522         0.00060371          
14.97656250          0.95550000           132.15520500         0.00065265          
14.98437500          0.95525000           132.12062750         0.00066008          
14.99218750          0.95500000           132.08605000         0.00063062          
15.00000000          0.95468700           132.04275897         0.00057513          
15.00781250          0.95412500           131.96502875         0.00050615          
15.01562500          0.95381200           131.92173772         0.00043374          
15.02343750          0.95343700           131.86987147         0.00036321          
15.03125000          0.95281200           131.78342772         0.00029547          
15.03906250          0.95250000           131.74027500         0.00022934          
15.04687500          0.95225000           131.70569750         0.00016455          
15.05468750          0.95162500           131.61925375         0.00010359          
15.06250000          0.95131200           131.57596272         0.00005165          
15.07031250          0.95100000           131.53281000         0.00001452          
15.07812500          0.95068700           131.48951897         -0.00000434         
15.08593750          0.95012500           131.41178875         -0.00000608         
15.09375000          0.94987500           131.37721125         0.00000296          
15.10156250          0.94962500           131.34263375         0.00001299          
15.10937500          0.94912500           131.27347875         0.00001388          
15.11718750          0.94881200           131.23018772         -0.00000156         
15.12500000          0.94850000           131.18703500         -0.00003559         
15.13281250          0.94818700           131.14374397         -0.00008553         
15.14062500          0.94750000           131.04872500         -0.00014550         
15.14843750          0.94718700           131.00543397         -0.00020899         
15.15625000          0.94693700           130.97085647         -0.00027089         
15.16406250          0.94631200           130.88441272         -0.00032830         
15.17187500          0.94600000           130.84126000         -0.00037993         
15.17968750          0.94562500           130.78939375         -0.00042488         
15.18750000          0.94506300           130.71166353         -0.00046177         
15.19531250          0.94481200           130.67694772         -0.00048899         
15.20312500          0.94450000           130.63379500         -0.00050599         
15.21093750          0.94418800           130.59064228         -0.00051494         
15.21875000          0.94362500           130.51277375         -0.00052137         
15.22656250          0.94325000           130.46090750         -0.00053300         
15.23437500          0.94293700           130.41761647         -0.00055654         
15.24218750          0.94237500           130.33988625         -0.00059338         
15.25000000          0.94218700           130.31388397         -0.00063582         
15.25781250          0.94193800           130.27944478         -0.00066551         
15.26562500          0.94131200           130.19286272         -0.00065537         
15.27343750          0.94112500           130.16699875         -0.00057484         
15.28125000          0.94087500           130.13242125         -0.00039721         
15.28906250          0.94075000           130.11513250         -0.00010725         
15.29687500          0.94081200           130.12370772         0.00029311          
15.30468750          0.94100000           130.14971000         0.00078237          
15.31250000          0.94112500           130.16699875         0.00132101          
15.32031250          0.94143700           130.21015147         0.00185654          
15.32812500          0.94150000           130.21886500         0.00233113          
15.33593750          0.94143700           130.21015147         0.00269055          
15.34375000          0.94112500           130.16699875         0.00289293          
15.35156250          0.94075000           130.11513250         0.00291623          
15.35937500          0.94037500           130.06326625         0.00276291          
15.36718750          0.93993700           130.00268647         0.00246072          
15.37500000          0.93875000           129.83851250         0.00205877          
15.38281250          0.93812500           129.75206875         0.00161884          
15.39062500          0.93756300           129.67433853         0.00120332          
15.39843750          0.93643700           129.51860147         0.00086216          
15.40625000          0.93593700           129.44944647         0.00062232          
15.41406250          0.93556200           129.39758022         0.00048289          
15.42187500          0.93493700           129.31113647         0.00041781          
15.42968750          0.93462500           129.26798375         0.00038579          
15.43750000          0.93425000           129.21611750         0.00034475          
15.44531250          0.93400000           129.18154000         0.00026616          
15.45312500          0.93312500           129.06051875         0.00014446          
15.46093750          0.93268700           128.99993897         -0.00000152         
15.46875000          0.93231200           128.94807272         -0.00013592         
15.47656250          0.93168700           128.86162897         -0.00021926         
15.48437500          0.93143700           128.82705147         -0.00022311         
15.49218750          0.93118800           128.79261228         -0.00014084         
15.50000000          0.93087500           128.74932125         0.00000937          
15.50781250          0.93062500           128.71474375         0.00019023          
15.51562500          0.93050000           128.69745500         0.00035731          
15.52343750          0.93031300           128.67159103         0.00047294          
15.53125000          0.92981300           128.60243603         0.00051684          
15.53906250          0.92950000           128.55914500         0.00049015          
15.54687500          0.92912500           128.50727875         0.00041188          
15.55468750          0.92843700           128.41212147         0.00030982          
15.56250000          0.92812500           128.36896875         0.00020990          
15.57031250          0.92775000           128.31710250         0.00012797          
15.57812500          0.92706200           128.22194522         0.00006685          
15.58593750          0.92675000           128.17879250         0.00001897          
15.59375000          0.92643700           128.13550147         -0.00002736         
15.60156250          0.92606200           128.08363522         -0.00008103         
15.60937500          0.92537500           127.98861625         -0.00014387         
15.61718750          0.92506200           127.94532522         -0.00021030         
15.62500000          0.92468700           127.89345897         -0.00027088         
15.63281250          0.92406200           127.80701522         -0.00031750         
15.64062500          0.92381200           127.77243772         -0.00034775         
15.64843750          0.92350000           127.72928500         -0.00036627         
15.65625000          0.92318800           127.68613228         -0.00038258         
15.66406250          0.92256200           127.59955022         -0.00040632         
15.67187500          0.92218700           127.54768397         -0.00044225         
15.67968750          0.92187500           127.50453125         -0.00048716         
15.68750000          0.92131200           127.42666272         -0.00053047         
15.69531250          0.92106300           127.39222353         -0.00055810         
15.70312500          0.92075000           127.34893250         -0.00055838         
15.71093750          0.92025000           127.27977750         -0.00052744         
15.71875000          0.92000000           127.24520000         -0.00047178         
15.72656250          0.91981200           127.21919772         -0.00040698         
15.73437500          0.91950000           127.17604500         -0.00035272         
15.74218750          0.91893700           127.09817647         -0.00032610         
15.75000000          0.91868800           127.06373728         -0.00033577         
15.75781250          0.91837500           127.02044625         -0.00037912         
15.76562500          0.91781300           126.94271603         -0.00044377         
15.77343750          0.91743700           126.89071147         -0.00051256         
15.78125000          0.91718700           126.85613397         -0.00057018         
15.78906250          0.91656200           126.76969022         -0.00060848         
15.79687500          0.91631200           126.73511272         -0.00062819         
15.80468750          0.91593700           126.68324647         -0.00063600         
15.81250000          0.91562500           126.64009375         -0.00063791         
15.82031250          0.91506200           126.56222522         -0.00063162         
15.82812500          0.91487500           126.53636125         -0.00060137         
15.83593750          0.91468800           126.51049728         -0.00051797         
15.84375000          0.91443700           126.47578147         -0.00034541         
15.85156250          0.91443700           126.47578147         -0.00005242         
15.85937500          0.91450000           126.48449500         0.00037445          
15.86718750          0.91475000           126.51907250         0.00092080          
15.87500000          0.91500000           126.55365000         0.00154158          
15.88281250          0.91512500           126.57093875         0.00216737          
15.89062500          0.91531200           126.59680272         0.00271859          
15.89843750          0.91556300           126.63151853         0.00312381          
15.90625000          0.91543700           126.61409147         0.00333651          
15.91406250          0.91525000           126.58822750         0.00334513          
15.92187500          0.91443700           126.47578147         0.00317330          
15.92968750          0.91387500           126.39805125         0.00287060          
15.93750000          0.91343700           126.33747147         0.00249699          
15.94531250          0.91225000           126.17329750         0.00210635          
15.95312500          0.91168700           126.09542897         0.00173450          
15.96093750          0.91112500           126.01769875         0.00139490          
15.96875000          0.91068800           125.95725728         0.00108274          
15.97656250          0.90968700           125.81880897         0.00078453          
15.98437500          0.90925000           125.75836750         0.00048916          
15.99218750          0.90875000           125.68921250         0.00019583          
16.00000000          0.90787500           125.56819125         -0.00008389         
16.00781250          0.90737500           125.49903625         -0.00032997         
16.01562500          0.90700000           125.44717000         -0.00052176         
16.02343750          0.90631300           125.35215103         -0.00064612         
16.03125000          0.90606200           125.31743522         -0.00070260         
16.03906250          0.90581300           125.28299603         -0.00070384         
16.04687500          0.90556200           125.24828022         -0.00067140         
16.05468750          0.90518700           125.19641397         -0.00062905         
16.06250000          0.90493700           125.16183647         -0.00059644         
16.07031250          0.90462500           125.11868375         -0.00058520         
16.07812500          0.90412500           125.04952875         -0.00059880         
16.08593750          0.90387500           125.01495125         -0.00063525         
16.09375000          0.90356200           124.97166022         -0.00069115         
16.10156250          0.90325000           124.92850750         -0.00076493         
16.10937500          0.90268700           124.85063897         -0.00085799         
16.11718750          0.90237500           124.80748625         -0.00097350         
16.12500000          0.90200000           124.75562000         -0.00111359         
16.13281250          0.90125000           124.65188750         -0.00127653         
16.14062500          0.90087500           124.60002125         -0.00145496         
16.14843750          0.90050000           124.54815500         -0.00163608         
16.15625000          0.89975000           124.44442250         -0.00180329         
16.16406250          0.89943700           124.40113147         -0.00193885         
16.17187500          0.89912500           124.35797875         -0.00202632         
16.17968750          0.89893700           124.33197647         -0.00205242         
16.18750000          0.89843700           124.26282147         -0.00200804         
16.19531250          0.89831200           124.24553272         -0.00188892         
16.20312500          0.89818800           124.22838228         -0.00169628         
16.21093750          0.89787500           124.18509125         -0.00143765         
16.21875000          0.89806200           124.21095522         -0.00112759         
16.22656250          0.89818800           124.22838228         -0.00078761         
16.23437500          0.89825000           124.23695750         -0.00044457         
16.24218750          0.89818800           124.22838228         -0.00012729         
16.25000000          0.89818800           124.22838228         0.00013826          
16.25781250          0.89806200           124.21095522         0.00033408          
16.26562500          0.89768800           124.15922728         0.00045401          
16.27343750          0.89743700           124.12451147         0.00050514          
16.28125000          0.89725000           124.09864750         0.00050591          
16.28906250          0.89681300           124.03820603         0.00048122          
16.29687500          0.89662500           124.01220375         0.00045600          
16.30468750          0.89631200           123.96891272         0.00044889          
16.31250000          0.89587500           123.90847125         0.00046799          
16.32031250          0.89568700           123.88246897         0.00050985          
16.32812500          0.89537500           123.83931625         0.00056185          
16.33593750          0.89506300           123.79616353         0.00060701          
16.34375000          0.89468700           123.74415897         0.00062963          
16.35156250          0.89437500           123.70100625         0.00062001          
16.35937500          0.89418800           123.67514228         0.00057714          
16.36718750          0.89362500           123.59727375         0.00050886          
16.37500000          0.89337500           123.56269625         0.00043015          
16.38281250          0.89306200           123.51940522         0.00036059          
16.39062500          0.89243800           123.43309978         0.00032199          
16.39843750          0.89212500           123.38980875         0.00033664          
16.40625000          0.89187500           123.35523125         0.00042578          
16.41406250          0.89168700           123.32922897         0.00060762          
16.42187500          0.89175000           123.33794250         0.00089395          
16.42968750          0.89187500           123.35523125         0.00128531          
16.43750000          0.89200000           123.37252000         0.00176599          
16.44531250          0.89225000           123.40709750         0.00230063          
16.45312500          0.89231300           123.41581103         0.00283508          
16.46093750          0.89237500           123.42438625         0.00330298          
16.46875000          0.89225000           123.40709750         0.00363771          
16.47656250          0.89212500           123.38980875         0.00378749          
16.48437500          0.89181200           123.34651772         0.00372903          
16.49218750          0.89150000           123.30336500         0.00347536          
16.50000000          0.89031200           123.13905272         0.00307426          
16.50781250          0.88968700           123.05260897         0.00259693          
16.51562500          0.88893700           122.94887647         0.00211958          
16.52343750          0.88775000           122.78470250         0.00170375          
16.53125000          0.88718700           122.70683397         0.00138163          
16.53906250          0.88675000           122.64639250         0.00115130          
