=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.10.28 12:15:05 =~=~=~=~=~=~=~=~=~=~=~=
95.30.01
55773.44	0.01
55781.25	0.01
55789.06	0.01
557901
55734.37	0.01
55742.19	0.01
55750.00	0.01
55757.81	0.01
55765.62	0.01
55773.44	0.01
55781.25	0.01
55789.06	0.01
55796.0.00	0.01
7.81	0.01
15.63	0.01
23.44	0.01
31.25	0.01
39.06	0.01
46.88	0.01
54.69	0.01
62.50	0.01
70.31	0.01
78.12	0.01
85.94	0.01
93.75	0.01
101.56	0.01
109.37	0.01
117.19	0.01
125.00	0.01
132.81	0.01
140.63	0.01
148.44	0.01
156.25	0.01
164.06	0.01
171.88	0.01
179.69	0.01
187.50	0.01
195.31	0.01
203.13	0.01
210.94	0.01
218.75	0.01
226.56	0.01
234.38	0.01
242.19	0.01
250.00	0.01
257.81	0.01
265.63	0.01
273.44	0.01
281.25	0.01
289.06	0.01
296.88	0.01
304.69	0.01
312.50	0.01
320.31	0.01
328.13	0.01
335.94	0.01
343.75	0.01
351.56	0.01
359.38	0.01
367.19	0.01
375.00	0.01
382.81	0.01
390.63	0.01
398.44	0.01
406.25	0.01
414.06	0.01
421.88	0.01
429.69	0.01
437.50	0.01
445.31	0.01
453.13	0.01
460.94	0.01
468.75	0.01
476.56	0.01
484.38	0.01
492.19	0.01
500.00	0.01
507.81	0.01
515.63	0.01
523.44	0.01
531.25	0.01
539.06	0.01
546.88	0.01
554.69	0.01
562.50	0.01
570.31	0.01
578.13	0.01
585.94	0.01
593.75	0.01
601.56	0.01
609.38	0.01
617.19	0.01
625.00	0.01
632.81	0.01
640.63	0.01
648.44	0.01
656.25	0.01
664.06	0.01
671.88	0.02
679.69	0.02
687.50	0.02
695.31	0.02
703.13	0.02
710.94	0.02
718.75	0.02
726.56	0.02
734.38	0.02
742.19	0.02
750.00	0.02
757.81	0.02
765.63	0.03
773.44	0.03
781.25	0.03
789.06	0.03
796.88	0.03
804.69	0.03
812.50	0.03
820.31	0.03
828.13	0.03
835.94	0.03
843.75	0.03
851.56	0.04
859.38	0.04
867.19	0.05
875.00	0.05
882.81	0.05
890.63	0.05
898.44	0.05
906.25	0.05
914.06	0.05
921.88	0.05
929.69	0.05
937.50	0.05
945.31	0.05
953.13	0.05
960.94	0.06
968.75	0.06
976.56	0.07
984.38	0.07
992.19	0.07
1000.00	0.07
1007.81	0.07
1015.63	0.07
1023.44	0.06
1031.25	0.06
1039.06	0.06
1046.88	0.06
1054.69	0.06
1062.50	0.06
1070.31	0.07
1078.13	0.08
1085.94	0.09
1093.75	0.09
1101.56	0.10
1109.38	0.09
1117.19	0.09
1125.00	0.09
1132.81	0.09
1140.63	0.09
1148.44	0.08
1156.25	0.08
1164.06	0.09
1171.88	0.10
1179.69	0.11
1187.50	0.12
1195.31	0.12
1203.13	0.12
1210.94	0.12
1218.75	0.11
1226.56	0.11
1234.38	0.11
1242.19	0.11
1250.00	0.11
1257.81	0.10
1265.63	0.10
1273.44	0.10
1281.25	0.10
1289.06	0.11
1296.88	0.12
1304.69	0.14
1312.50	0.15
1320.31	0.16
1328.13	0.16
1335.94	0.15
1343.75	0.15
1351.56	0.14
1359.38	0.14
1367.19	0.14
1375.00	0.14
1382.81	0.13
1390.63	0.13
1398.44	0.14
1406.25	0.16
1414.06	0.17
1421.88	0.18
1429.69	0.19
1437.50	0.19
1445.31	0.19
1453.13	0.18
1460.94	0.18
1468.75	0.18
1476.56	0.17
1484.38	0.17
1492.19	0.17
1500.00	0.17
1507.81	0.18
1515.63	0.19
1523.44	0.21
1531.25	0.23
1539.06	0.24
1546.88	0.24
1554.69	0.24
1562.50	0.23
1570.31	0.23
1578.13	0.22
1585.94	0.22
1593.75	0.22
1601.56	0.21
1609.38	0.21
1617.19	0.22
1625.00	0.24
1632.81	0.25
1640.63	0.28
1648.44	0.29
1656.25	0.29
1664.06	0.29
1671.88	0.28
1679.69	0.28
1687.50	0.27
1695.31	0.27
1703.13	0.27
1710.94	0.27
1718.75	0.26
1726.56	0.26
1734.38	0.26
1742.19	0.26
1750.00	0.25
1757.81	0.25
1765.63	0.25
1773.44	0.25
1781.25	0.25
1789.06	0.25
1796.88	0.25
1804.69	0.28
1812.50	0.31
1820.31	0.34
1828.13	0.35
1835.94	0.37
1843.75	0.37
1851.56	0.36
1859.38	0.35
1867.19	0.35
1875.00	0.34
1882.81	0.34
1890.63	0.34
1898.44	0.33
1906.25	0.33
1914.06	0.33
1921.88	0.35
1929.69	0.37
1937.50	0.40
1945.31	0.41
1953.13	0.42
1960.94	0.42
1968.75	0.41
1976.56	0.40
1984.38	0.40
1992.19	0.39
2000.00	0.39
2007.81	0.39
2015.63	0.39
2023.44	0.39
2031.25	0.39
2039.06	0.40
2046.88	0.42
2054.69	0.45
2062.50	0.47
2070.31	0.48
2078.12	0.48
2085.94	0.47
2093.75	0.46
2101.56	0.46
2109.37	0.46
2117.19	0.45
2125.00	0.45
2132.81	0.45
2140.62	0.45
2148.44	0.46
2156.25	0.48
2164.06	0.52
2171.87	0.53
2179.69	0.55
2187.50	0.55
2195.31	0.54
2203.12	0.54
2210.94	0.54
2218.75	0.53
2226.56	0.53
2234.37	0.53
2242.19	0.53
2250.00	0.52
2257.81	0.52
2265.62	0.52
2273.44	0.53
2281.25	0.56
2289.06	0.58
2296.87	0.61
2304.69	0.61
2312.50	0.61
2320.31	0.60
2328.12	0.59
2335.94	0.59
2343.75	0.59
2351.56	0.58
2359.37	0.58
2367.19	0.58
2375.00	0.57
2382.81	0.57
2390.62	0.57
2398.44	0.60
