15.63	0.02
23.44	0.02
31.25	0.02
39.06	0.02
46.88	0.02
54.69	0.02
62.50	0.02
70.31	0.02
78.12	0.02
85.94	0.02
93.75	0.02
101.56	0.02
109.37	0.02
117.19	0.02
125.00	0.02
132.81	0.02
140.63	0.02
148.44	0.02
156.25	0.02
164.06	0.02
171.88	0.02
179.69	0.02
187.50	0.02
195.31	0.02
203.13	0.02
210.94	0.02
218.75	0.02
226.56	0.02
234.38	0.02
242.19	0.02
250.00	0.02
257.81	0.02
265.63	0.02
273.44	0.02
281.25	0.02
289.06	0.02
296.88	0.02
304.69	0.02
312.50	0.02
320.31	0.02
328.13	0.02
335.94	0.02
343.75	0.02
351.56	0.02
359.38	0.02
367.19	0.02
375.00	0.02
382.81	0.02
390.63	0.02
398.44	0.02
406.25	0.02
414.06	0.02
421.88	0.02
429.69	0.02
437.50	0.02
445.31	0.02
453.13	0.02
460.94	0.02
468.75	0.02
476.56	0.02
484.38	0.02
492.19	0.02
500.00	0.02
507.81	0.02
515.63	0.02
523.44	0.02
531.25	0.02
539.06	0.02
546.88	0.02
554.69	0.02
562.50	0.02
570.31	0.02
578.13	0.02
585.94	0.02
593.75	0.02
601.56	0.02
609.38	0.02
617.19	0.02
625.00	0.02
632.81	0.02
640.63	0.02
648.44	0.02
656.25	0.02
664.06	0.02
671.88	0.02
679.69	0.02
687.50	0.02
695.31	0.02
703.13	0.02
710.94	0.02
718.75	0.02
726.56	0.02
734.38	0.02
742.19	0.02
750.00	0.02
757.81	0.02
765.63	0.02
773.44	0.02
781.25	0.02
789.06	0.02
796.88	0.02
804.69	0.02
812.50	0.02
820.31	0.02
828.13	0.02
835.94	0.02
843.75	0.02
851.56	0.02
859.38	0.02
867.19	0.02
875.00	0.02
882.81	0.02
890.63	0.02
898.44	0.02
906.25	0.02
914.06	0.02
921.88	0.02
929.69	0.02
937.50	0.02
945.31	0.02
953.13	0.02
960.94	0.02
968.75	0.02
976.56	0.02
984.38	0.02
992.19	0.02
1000.00	0.02
1007.81	0.02
1015.63	0.02
1023.44	0.02
1031.25	0.02
1039.06	0.02
1046.88	0.02
1054.69	0.02
1062.50	0.02
1070.31	0.02
1078.13	0.02
1085.94	0.02
1093.75	0.02
1101.56	0.02
1109.38	0.02
1117.19	0.02
1125.00	0.01
1132.81	0.01
1140.63	0.01
1148.44	0.01
1156.25	0.01
1164.06	0.01
1171.88	0.01
1179.69	0.01
1187.50	0.01
1195.31	0.01
1203.13	0.01
1210.94	0.01
1218.75	0.01
1226.56	0.01
1234.38	0.01
1242.19	0.01
1250.00	0.01
1257.81	0.01
1265.63	0.01
1273.44	0.01
1281.25	0.01
1289.06	0.01
1296.88	0.01
1304.69	0.01
1312.50	0.01
1320.31	0.01
1328.13	0.01
1335.94	0.01
1343.75	0.01
1351.56	0.01
1359.38	0.01
1367.19	0.01
1375.00	0.01
1382.81	0.01
1390.63	0.01
1398.44	0.01
1406.25	0.01
1414.06	0.01
1421.88	0.01
1429.69	0.01
1437.50	0.01
1445.31	0.01
1453.13	0.01
1460.94	0.01
1468.75	0.01
1476.56	0.01
1484.38	0.01
1492.19	0.01
1500.00	0.01
1507.81	0.01
1515.63	0.01
1523.44	0.01
1531.25	0.01
1539.06	0.01
1546.88	0.01
1554.69	0.01
1562.50	0.01
1570.31	0.01
1578.13	0.01
1585.94	0.01
1593.75	0.01
1601.56	0.01
1609.38	0.01
1617.19	0.01
1625.00	0.01
1632.81	0.01
1640.63	0.01
1648.44	0.01
1656.25	0.01
1664.06	0.01
1671.88	0.01
1679.69	0.01
1687.50	0.01
1695.31	0.01
1703.13	0.01
1710.94	0.01
1718.75	0.01
1726.56	0.01
1734.38	0.01
1742.19	0.01
1750.00	0.01
1757.81	0.01
1765.63	0.01
1773.44	0.01
1781.25	0.02
1789.06	0.02
1796.88	0.02
1804.69	0.02
1812.50	0.02
1820.31	0.02
1828.13	0.02
1835.94	0.02
1843.75	0.02
1851.56	0.02
1859.38	0.02
1867.19	0.02
1875.00	0.02
1882.81	0.02
1890.63	0.02
1898.44	0.02
